MAS: Financial Database - Domestic Interest Rates

Domestic Interest Rates (Daily)
Jan 2010 to Jul 2026


SORA Value Date,,,SORA Publication Date,Compound SORA - 1 month,Compound SORA - 3 month
,,08,09 Oct 2019,1.3004,1.5013
,,09,10 Oct 2019,1.2780,1.4972
,,10,11 Oct 2019,1.2621,1.4943
,,11,14 Oct 2019,1.2385,1.4930
,,14,15 Oct 2019,1.2246,1.4898
,,15,16 Oct 2019,1.2116,1.4868
,,16,17 Oct 2019,1.2008,1.4854
,,17,18 Oct 2019,1.1955,1.4830
,,18,21 Oct 2019,1.2338,1.4686
,,21,22 Oct 2019,1.2555,1.4640
,,22,23 Oct 2019,1.2796,1.4602
,,23,24 Oct 2019,1.3081,1.4591
,,24,25 Oct 2019,1.3180,1.4576
,,25,29 Oct 2019,1.3411,1.4627
,,29,30 Oct 2019,1.3459,1.4627
,,30,31 Oct 2019,1.3569,1.4599
,,31,01 Nov 2019,1.3544,1.4567
,Nov,01,04 Nov 2019,1.3491,1.4448
,,04,05 Nov 2019,1.3480,1.4379
,,05,06 Nov 2019,1.3404,1.4282
,,06,07 Nov 2019,1.3301,1.4162
,,07,08 Nov 2019,1.3118,1.4045
,,08,11 Nov 2019,1.2822,1.3701
,,11,12 Nov 2019,1.2627,1.3579
,,12,13 Nov 2019,1.2520,1.3486
,,13,14 Nov 2019,1.2398,1.3404
,,14,15 Nov 2019,1.2349,1.3319
,,15,18 Nov 2019,1.2260,1.3160
,,18,19 Nov 2019,1.2191,1.3096
,,19,20 Nov 2019,1.2136,1.3062
,,20,21 Nov 2019,1.2171,1.3072
,,21,22 Nov 2019,1.2237,1.3095
,,22,25 Nov 2019,1.2281,1.3184
,,25,26 Nov 2019,1.2219,1.3212
,,26,27 Nov 2019,1.2151,1.3233
,,27,28 Nov 2019,1.2042,1.3230
,,28,29 Nov 2019,1.1939,1.3206
,,29,02 Dec 2019,1.1831,1.3102
,Dec,02,03 Dec 2019,1.1892,1.3110
,,03,04 Dec 2019,1.1862,1.3082
,,04,05 Dec 2019,1.1887,1.3042
,,05,06 Dec 2019,1.2023,1.3010
,,06,09 Dec 2019,1.2645,1.2914
,,09,10 Dec 2019,1.2848,1.2874
,,10,11 Dec 2019,1.3043,1.2843
,,11,12 Dec 2019,1.3242,1.2805
,,12,13 Dec 2019,1.3259,1.2754
,,13,16 Dec 2019,1.3435,1.2644
,,16,17 Dec 2019,1.3289,1.2547
,,17,18 Dec 2019,1.3083,1.2444
,,18,19 Dec 2019,1.2825,1.2342
,,19,20 Dec 2019,1.2778,1.2364
,,20,23 Dec 2019,1.2723,1.2610
,,23,24 Dec 2019,1.2844,1.2739
,,24,26 Dec 2019,1.3092,1.2862
,,26,27 Dec 2019,1.3031,1.2836
,,27,30 Dec 2019,1.2746,1.2708
,,30,31 Dec 2019,1.2666,1.2682
,,31,02 Jan 2020,1.2491,1.2636


SORA Value Date,,,SORA Publication Date,Compound SORA - 1 month,Compound SORA - 3 month
2020,Jan,02,03 Jan 2020,1.2544,1.2660
,,03,06 Jan 2020,1.2544,1.2677
,,06,07 Jan 2020,1.2428,1.2661
,,07,08 Jan 2020,1.2334,1.2652
,,08,09 Jan 2020,1.2230,1.2654
,,09,10 Jan 2020,1.2120,1.2651
,,10,13 Jan 2020,1.2093,1.2630
,,13,14 Jan 2020,1.2063,1.2606
,,14,15 Jan 2020,1.1956,1.2579
,,15,16 Jan 2020,1.1860,1.2552
,,16,17 Jan 2020,1.1942,1.2519
,,17,20 Jan 2020,1.2535,1.2493
,,20,21 Jan 2020,1.2326,1.2441
,,21,22 Jan 2020,1.2202,1.2409
,,22,23 Jan 2020,1.2078,1.2370
,,23,24 Jan 2020,1.1789,1.2306
,,24,28 Jan 2020,1.1351,1.2122
,,28,29 Jan 2020,1.1345,1.2061
,,29,30 Jan 2020,1.1307,1.1990
,,30,31 Jan 2020,1.1414,1.1954
,,31,03 Feb 2020,1.1593,1.2023
,Feb,03,04 Feb 2020,1.1671,1.2037
,,04,05 Feb 2020,1.1642,1.2044
,,05,06 Feb 2020,1.1605,1.2070
,,06,07 Feb 2020,1.1606,1.2089
,,07,10 Feb 2020,1.1387,1.2123
,,10,11 Feb 2020,1.1314,1.2144
,,11,12 Feb 2020,1.1202,1.2161
,,12,13 Feb 2020,1.1073,1.2142
,,13,14 Feb 2020,1.1023,1.2141
,,14,17 Feb 2020,1.1217,1.2149
,,17,18 Feb 2020,1.1150,1.2135
,,18,19 Feb 2020,1.1135,1.2145
,,19,20 Feb 2020,1.1103,1.2144
,,20,21 Feb 2020,1.1054,1.2064
,,21,24 Feb 2020,1.0774,1.1803
,,24,25 Feb 2020,1.0666,1.1735
,,25,26 Feb 2020,1.0572,1.1671
,,26,27 Feb 2020,1.0465,1.1605
,,27,28 Feb 2020,1.0365,1.1556
,,28,02 Mar 2020,0.9996,1.1404
,Mar,02,03 Mar 2020,0.9719,1.1330
,,03,04 Mar 2020,0.9426,1.1261
,,04,05 Mar 2020,0.9212,1.1191
,,05,06 Mar 2020,0.9005,1.1106
,,06,09 Mar 2020,0.8832,1.0896
,,09,10 Mar 2020,0.8803,1.0823
,,10,11 Mar 2020,0.8687,1.0743
,,11,12 Mar 2020,0.8536,1.0646
,,12,13 Mar 2020,0.8444,1.0592
,,13,16 Mar 2020,0.7931,1.0382
,,16,17 Mar 2020,0.7695,1.0350
,,17,18 Mar 2020,0.7559,1.0360
,,18,19 Mar 2020,0.7341,1.0386
,,19,20 Mar 2020,0.7124,1.0331
,,20,23 Mar 2020,0.6923,1.0028
,,23,24 Mar 2020,0.6780,0.9855
,,24,25 Mar 2020,0.6536,0.9667
,,25,26 Mar 2020,0.6281,0.9481
,,26,27 Mar 2020,0.6051,0.9361
,,27,30 Mar 2020,0.5277,0.9018
,,30,31 Mar 2020,0.5174,0.8929
,,31,01 Apr 2020,0.4854,0.8809
,Apr,01,02 Apr 2020,0.4530,0.8687
,,02,03 Apr 2020,0.4334,0.8529
,,03,06 Apr 2020,0.4042,0.8205
,,06,07 Apr 2020,0.3898,0.8126
,,07,08 Apr 2020,0.3813,0.8058
,,08,09 Apr 2020,0.3786,0.8014
,,09,13 Apr 2020,0.3857,0.7782
,,13,14 Apr 2020,0.3796,0.7701
,,14,15 Apr 2020,0.3757,0.7654
,,15,16 Apr 2020,0.3733,0.7609
,,16,17 Apr 2020,0.3729,0.7548
,,17,20 Apr 2020,0.3423,0.7222
,,20,21 Apr 2020,0.3294,0.7149
,,21,22 Apr 2020,0.3147,0.7040
,,22,23 Apr 2020,0.3005,0.6933
,,23,24 Apr 2020,0.2921,0.6829
,,24,27 Apr 2020,0.2772,0.6441
,,27,28 Apr 2020,0.2764,0.6318
,,28,29 Apr 2020,0.2750,0.6200
,,29,30 Apr 2020,0.2746,0.6098
,,30,04 May 2020,0.2548,0.5340
,May,04,05 May 2020,0.2494,0.5223
,,05,06 May 2020,0.2435,0.5107
,,06,08 May 2020,0.2241,0.4920
,,08,11 May 2020,0.1669,0.4650
,,11,12 May 2020,0.1480,0.4562
,,12,13 May 2020,0.1291,0.4481
,,13,14 May 2020,0.1191,0.4383
,,14,15 May 2020,0.1066,0.4267
,,15,18 May 2020,0.0755,0.3930
,,18,19 May 2020,0.0695,0.3806
,,19,20 May 2020,0.0635,0.3687
,,20,21 May 2020,0.0602,0.3619
,,21,22 May 2020,0.0601,0.3542
,,22,26 May 2020,0.0557,0.3185
,,26,27 May 2020,0.0560,0.3092
,,27,28 May 2020,0.0541,0.2996
,,28,29 May 2020,0.0532,0.2866
,,29,01 Jun 2020,0.0558,0.2707
,Jun,01,02 Jun 2020,0.0547,0.2576
,,02,03 Jun 2020,0.0531,0.2488
,,03,04 Jun 2020,0.0512,0.2424
,,04,05 Jun 2020,0.0496,0.2371
,,05,08 Jun 2020,0.0484,0.2179
,,08,09 Jun 2020,0.0487,0.2110
,,09,10 Jun 2020,0.0487,0.2037
,,10,11 Jun 2020,0.0497,0.1977
,,11,12 Jun 2020,0.0515,0.1945
,,12,15 Jun 2020,0.0601,0.1816
,,15,16 Jun 2020,0.0630,0.1773
,,16,17 Jun 2020,0.0657,0.1743
,,17,18 Jun 2020,0.0670,0.1687
,,18,19 Jun 2020,0.0694,0.1642
,,19,22 Jun 2020,0.0769,0.1516
,,22,23 Jun 2020,0.0800,0.1475
,,23,24 Jun 2020,0.0835,0.1455
,,24,25 Jun 2020,0.0853,0.1442
,,25,26 Jun 2020,0.0901,0.1439
,,26,29 Jun 2020,0.0981,0.1431
,,29,30 Jun 2020,0.0991,0.1430
,,30,01 Jul 2020,0.0996,0.1411
,Jul,01,02 Jul 2020,0.1011,0.1394
,,02,03 Jul 2020,0.1021,0.1375
,,03,06 Jul 2020,0.1083,0.1325
,,06,07 Jul 2020,0.1086,0.1304
,,07,08 Jul 2020,0.1079,0.1260
,,08,09 Jul 2020,0.1069,0.1195
,,09,13 Jul 2020,0.0971,0.0929
,,13,14 Jul 2020,0.0936,0.0895
,,14,15 Jul 2020,0.0904,0.0854
,,15,16 Jul 2020,0.0872,0.0808
,,16,17 Jul 2020,0.0845,0.0770
,,17,20 Jul 2020,0.0779,0.0712
,,20,21 Jul 2020,0.0751,0.0702
,,21,22 Jul 2020,0.0726,0.0700
,,22,23 Jul 2020,0.0695,0.0696
,,23,24 Jul 2020,0.0725,0.0715
,,24,27 Jul 2020,0.0843,0.0778
,,27,28 Jul 2020,0.0874,0.0792
,,28,29 Jul 2020,0.0907,0.0809
,,29,30 Jul 2020,0.0893,0.0804
,,30,03 Aug 2020,0.0888,0.0811
,Aug,03,04 Aug 2020,0.0899,0.0816
,,04,05 Aug 2020,0.0898,0.0817
,,05,06 Aug 2020,0.0878,0.0813
,,06,07 Aug 2020,0.0879,0.0814
,,07,11 Aug 2020,0.1064,0.0865
,,11,12 Aug 2020,0.1088,0.0869
,,12,13 Aug 2020,0.1113,0.0873
,,13,14 Aug 2020,0.1134,0.0879
,,14,17 Aug 2020,0.1218,0.0907
,,17,18 Aug 2020,0.1245,0.0916
,,18,19 Aug 2020,0.1281,0.0929
,,19,20 Aug 2020,0.1317,0.0942
,,20,21 Aug 2020,0.1332,0.0947
,,21,24 Aug 2020,0.1284,0.0950
,,24,25 Aug 2020,0.1216,0.0952
,,25,26 Aug 2020,0.1144,0.0953
,,26,27 Aug 2020,0.1070,0.0948
,,27,28 Aug 2020,0.1015,0.0949
,,28,31 Aug 2020,0.1046,0.0975
,,31,01 Sep 2020,0.1082,0.0985
,Sep,01,02 Sep 2020,0.1090,0.0992
,,02,03 Sep 2020,0.1085,0.0998
,,03,04 Sep 2020,0.1064,0.1002
,,04,07 Sep 2020,0.1080,0.1014
,,07,08 Sep 2020,0.1046,0.1016
,,08,09 Sep 2020,0.1008,0.1015
,,09,10 Sep 2020,0.0982,0.1019
,,10,11 Sep 2020,0.0959,0.1021
,,11,14 Sep 2020,0.1032,0.1035
,,14,15 Sep 2020,0.1023,0.1031
,,15,16 Sep 2020,0.1003,0.1024
,,16,17 Sep 2020,0.0987,0.1018
,,17,18 Sep 2020,0.0963,0.1015
,,18,21 Sep 2020,0.0990,0.1027
,,21,22 Sep 2020,0.1023,0.1033
,,22,23 Sep 2020,0.1023,0.1024
,,23,24 Sep 2020,0.1050,0.1023
,,24,25 Sep 2020,0.1073,0.1027
,,25,28 Sep 2020,0.1129,0.1008
,,28,29 Sep 2020,0.1117,0.1006
,,29,30 Sep 2020,0.1079,0.0997
,,30,01 Oct 2020,0.1006,0.0988
,Oct,01,02 Oct 2020,0.0979,0.0982
,,02,05 Oct 2020,0.0980,0.0979
,,05,06 Oct 2020,0.1003,0.0984
,,06,07 Oct 2020,0.1031,0.0996
,,07,08 Oct 2020,0.1081,0.1017
,,08,09 Oct 2020,0.1088,0.1021
,,09,12 Oct 2020,0.1197,0.1088
,,12,13 Oct 2020,0.1192,0.1103
,,13,14 Oct 2020,0.1172,0.1112
,,14,15 Oct 2020,0.1184,0.1122
,,15,16 Oct 2020,0.1225,0.1139
,,16,19 Oct 2020,0.1260,0.1168
,,19,20 Oct 2020,0.1242,0.1175
,,20,21 Oct 2020,0.1232,0.1184
,,21,22 Oct 2020,0.1197,0.1187
,,22,23 Oct 2020,0.1216,0.1194
,,23,26 Oct 2020,0.1207,0.1149
,,26,27 Oct 2020,0.1201,0.1130
,,27,28 Oct 2020,0.1201,0.1114
,,28,29 Oct 2020,0.1193,0.1099
,,29,30 Oct 2020,0.1210,0.1101
,,30,02 Nov 2020,0.1427,0.1167
,Nov,02,03 Nov 2020,0.1449,0.1172
,,03,04 Nov 2020,0.1454,0.1168
,,04,05 Nov 2020,0.1453,0.1166
,,05,06 Nov 2020,0.1422,0.1167
,,06,09 Nov 2020,0.1358,0.1152
,,09,10 Nov 2020,0.1321,0.1146
,,10,11 Nov 2020,0.1273,0.1136
,,11,12 Nov 2020,0.1233,0.1137
,,12,13 Nov 2020,0.1212,0.1136
,,13,16 Nov 2020,0.1176,0.1134
,,16,17 Nov 2020,0.1188,0.1138
,,17,18 Nov 2020,0.1184,0.1137
,,18,19 Nov 2020,0.1170,0.1130
,,19,20 Nov 2020,0.1178,0.1128
,,20,23 Nov 2020,0.1178,0.1139
,,23,24 Nov 2020,0.1162,0.1140
,,24,25 Nov 2020,0.1162,0.1147
,,25,26 Nov 2020,0.1159,0.1153
,,26,27 Nov 2020,0.1165,0.1162
,,27,30 Nov 2020,0.1225,0.1171
,,30,01 Dec 2020,0.1124,0.1160
,Dec,01,02 Dec 2020,0.1081,0.1165
,,02,03 Dec 2020,0.1092,0.1176
,,03,04 Dec 2020,0.1108,0.1184
,,04,07 Dec 2020,0.1111,0.1181
,,07,08 Dec 2020,0.1120,0.1187
,,08,09 Dec 2020,0.1131,0.1195
,,09,10 Dec 2020,0.1125,0.1195
,,10,11 Dec 2020,0.1137,0.1197
,,11,14 Dec 2020,0.1131,0.1171
,,14,15 Dec 2020,0.1132,0.1173
,,15,16 Dec 2020,0.1128,0.1176
,,16,17 Dec 2020,0.1119,0.1183
,,17,18 Dec 2020,0.1128,0.1194
,,18,21 Dec 2020,0.1176,0.1193
,,21,22 Dec 2020,0.1189,0.1190
,,22,23 Dec 2020,0.1208,0.1201
,,23,24 Dec 2020,0.1237,0.1203
,,24,28 Dec 2020,0.1369,0.1252
,,28,29 Dec 2020,0.1346,0.1248
,,29,30 Dec 2020,0.1355,0.1263
,,30,31 Dec 2020,0.1411,0.1283
,,31,04 Jan 2021,0.2401,0.1661


SORA Value Date,,,SORA Publication Date,Compound SORA - 1 month,Compound SORA - 3 month
2021,Jan,04,05 Jan 2021,0.2408,0.1662
,,05,06 Jan 2021,0.2425,0.1659
,,06,07 Jan 2021,0.2444,0.1656
,,07,08 Jan 2021,0.2468,0.1653
,,08,11 Jan 2021,0.2563,0.1664
,,11,12 Jan 2021,0.2608,0.1664
,,12,13 Jan 2021,0.2625,0.1663
,,13,14 Jan 2021,0.2637,0.1665
,,14,15 Jan 2021,0.2637,0.1663
,,15,18 Jan 2021,0.2630,0.1653
,,18,19 Jan 2021,0.2639,0.1659
,,19,20 Jan 2021,0.2641,0.1666
,,20,21 Jan 2021,0.2629,0.1665
,,21,22 Jan 2021,0.2624,0.1671
,,22,25 Jan 2021,0.2587,0.1679
,,25,26 Jan 2021,0.2549,0.1678
,,26,27 Jan 2021,0.2517,0.1682
,,27,28 Jan 2021,0.2477,0.1681
,,28,29 Jan 2021,0.2528,0.1697
,,29,01 Feb 2021,0.2286,0.1694
,Feb,01,02 Feb 2021,0.2050,0.1684
,,02,03 Feb 2021,0.1796,0.1684
,,03,04 Feb 2021,0.1519,0.1682
,,04,05 Feb 2021,0.1514,0.1683
,,05,08 Feb 2021,0.1469,0.1692
,,08,09 Feb 2021,0.1442,0.1696
,,09,10 Feb 2021,0.1434,0.1704
,,10,11 Feb 2021,0.1435,0.1718
,,11,15 Feb 2021,0.1707,0.1833
,,15,16 Feb 2021,0.1738,0.1845
,,16,17 Feb 2021,0.1754,0.1845
,,17,18 Feb 2021,0.1756,0.1846
,,18,19 Feb 2021,0.1734,0.1849
,,19,22 Feb 2021,0.1899,0.1912
,,22,23 Feb 2021,0.1932,0.1929
,,23,24 Feb 2021,0.1944,0.1940
,,24,25 Feb 2021,0.1954,0.1946
,,25,26 Feb 2021,0.1997,0.1961
,,26,01 Mar 2021,0.2052,0.1996
,Mar,01,02 Mar 2021,0.2021,0.1989
,,02,03 Mar 2021,0.1992,0.1977
,,03,04 Mar 2021,0.1978,0.1966
,,04,05 Mar 2021,0.1983,0.1968
,,05,08 Mar 2021,0.2052,0.1995
,,08,09 Mar 2021,0.2076,0.2003
,,09,10 Mar 2021,0.2085,0.2015
,,10,11 Mar 2021,0.2064,0.2020
,,11,12 Mar 2021,0.2051,0.2046
,,12,15 Mar 2021,0.2090,0.2147
,,15,16 Mar 2021,0.2142,0.2176
,,16,17 Mar 2021,0.2174,0.2189
,,17,18 Mar 2021,0.2211,0.2199
,,18,19 Mar 2021,0.2270,0.2213
,,19,22 Mar 2021,0.2161,0.2231
,,22,23 Mar 2021,0.2125,0.2230
,,23,24 Mar 2021,0.2142,0.2238
,,24,25 Mar 2021,0.2159,0.2236
,,25,26 Mar 2021,0.2166,0.2240
,,26,29 Mar 2021,0.2324,0.2308
,,29,30 Mar 2021,0.2322,0.2309
,,30,31 Mar 2021,0.2303,0.2295
,,31,01 Apr 2021,0.2293,0.2216
,Apr,01,05 Apr 2021,0.2313,0.1935
,,05,06 Apr 2021,0.2303,0.1937
,,06,07 Apr 2021,0.2280,0.1932
,,07,08 Apr 2021,0.2245,0.1918
,,08,09 Apr 2021,0.2203,0.1902
,,09,12 Apr 2021,0.2055,0.1855
,,12,13 Apr 2021,0.1943,0.1845
,,13,14 Apr 2021,0.1839,0.1839
,,14,15 Apr 2021,0.1743,0.1839
,,15,16 Apr 2021,0.1652,0.1834
,,16,19 Apr 2021,0.1569,0.1844
,,19,20 Apr 2021,0.1529,0.1835
,,20,21 Apr 2021,0.1514,0.1841
,,21,22 Apr 2021,0.1488,0.1840
,,22,23 Apr 2021,0.1501,0.1844
,,23,26 Apr 2021,0.1457,0.1864
,,26,27 Apr 2021,0.1355,0.1858
,,27,28 Apr 2021,0.1287,0.1867
,,28,29 Apr 2021,0.1215,0.1856
,,29,30 Apr 2021,0.1202,0.1850
,,30,03 May 2021,0.1294,0.1862
,May,03,04 May 2021,0.1328,0.1875
,,04,05 May 2021,0.1349,0.1884
,,05,06 May 2021,0.1368,0.1895
,,06,07 May 2021,0.1366,0.1893
,,07,10 May 2021,0.1523,0.1922
,,10,11 May 2021,0.1560,0.1920
,,11,12 May 2021,0.1574,0.1892
,,12,14 May 2021,0.1641,0.1847
,,14,17 May 2021,0.1718,0.1829
,,17,18 May 2021,0.1724,0.1836
,,18,19 May 2021,0.1709,0.1837
,,19,20 May 2021,0.1709,0.1812
,,20,21 May 2021,0.1684,0.1787
,,21,24 May 2021,0.1591,0.1729
,,24,25 May 2021,0.1560,0.1721
,,25,27 May 2021,0.1523,0.1683
,,27,28 May 2021,0.1499,0.1666
,,28,31 May 2021,0.1570,0.1691
,,31,01 Jun 2021,0.1538,0.1679
,Jun,01,02 Jun 2021,0.1514,0.1685
,,02,03 Jun 2021,0.1486,0.1695
,,03,04 Jun 2021,0.1454,0.1702
,,04,07 Jun 2021,0.1391,0.1683
,,07,08 Jun 2021,0.1348,0.1674
,,08,09 Jun 2021,0.1318,0.1667
,,09,10 Jun 2021,0.1270,0.1653
,,10,11 Jun 2021,0.1233,0.1644
,,11,14 Jun 2021,0.1205,0.1561
,,14,15 Jun 2021,0.1182,0.1530
,,15,16 Jun 2021,0.1155,0.1503
,,16,17 Jun 2021,0.1132,0.1489
,,17,18 Jun 2021,0.1137,0.1486
,,18,21 Jun 2021,0.1290,0.1494
,,21,22 Jun 2021,0.1322,0.1492
,,22,23 Jun 2021,0.1348,0.1493
,,23,24 Jun 2021,0.1373,0.1484
,,24,25 Jun 2021,0.1406,0.1482
,,25,28 Jun 2021,0.1415,0.1399
,,28,29 Jun 2021,0.1371,0.1367
,,29,30 Jun 2021,0.1310,0.1349
,,30,01 Jul 2021,0.1245,0.1326
,Jul,01,02 Jul 2021,0.1205,0.1323
,,02,05 Jul 2021,0.1202,0.1328
,,05,06 Jul 2021,0.1215,0.1326
,,06,07 Jul 2021,0.1221,0.1327
,,07,08 Jul 2021,0.1227,0.1332
,,08,09 Jul 2021,0.1224,0.1339
,,09,12 Jul 2021,0.1290,0.1365
,,12,13 Jul 2021,0.1278,0.1368
,,13,14 Jul 2021,0.1264,0.1368
,,14,15 Jul 2021,0.1257,0.1368
,,15,16 Jul 2021,0.1255,0.1371
,,16,19 Jul 2021,0.1158,0.1347
,,19,21 Jul 2021,0.1060,0.1344
,,21,22 Jul 2021,0.1057,0.1350
,,22,23 Jul 2021,0.1071,0.1351
,,23,26 Jul 2021,0.1018,0.1319
,,26,27 Jul 2021,0.1011,0.1319
,,27,28 Jul 2021,0.1018,0.1312
,,28,29 Jul 2021,0.1023,0.1306
,,29,30 Jul 2021,0.1048,0.1300
,,30,02 Aug 2021,0.1240,0.1321
,Aug,02,03 Aug 2021,0.1277,0.1319
,,03,04 Aug 2021,0.1279,0.1309
,,04,05 Aug 2021,0.1270,0.1302
,,05,06 Aug 2021,0.1261,0.1290
,,06,10 Aug 2021,0.1416,0.1313
,,10,11 Aug 2021,0.1391,0.1301
,,11,12 Aug 2021,0.1378,0.1301
,,12,13 Aug 2021,0.1388,0.1295
,,13,16 Aug 2021,0.1404,0.1272
,,16,17 Aug 2021,0.1407,0.1262
,,17,18 Aug 2021,0.1420,0.1256
,,18,19 Aug 2021,0.1423,0.1255
,,19,20 Aug 2021,0.1427,0.1259
,,20,23 Aug 2021,0.1398,0.1275
,,23,24 Aug 2021,0.1401,0.1279
,,24,25 Aug 2021,0.1407,0.1281
,,25,26 Aug 2021,0.1411,0.1284
,,26,27 Aug 2021,0.1422,0.1287
,,27,30 Aug 2021,0.1521,0.1296
,,30,31 Aug 2021,0.1499,0.1292
,,31,01 Sep 2021,0.1482,0.1300
,Sep,01,02 Sep 2021,0.1455,0.1301
,,02,03 Sep 2021,0.1436,0.1302
,,03,06 Sep 2021,0.1491,0.1324
,,06,07 Sep 2021,0.1452,0.1327
,,07,08 Sep 2021,0.1436,0.1339
,,08,09 Sep 2021,0.1409,0.1342
,,09,10 Sep 2021,0.1369,0.1346
,,10,13 Sep 2021,0.1371,0.1346
,,13,14 Sep 2021,0.1373,0.1346
,,14,15 Sep 2021,0.1364,0.1342
,,15,16 Sep 2021,0.1370,0.1344
,,16,17 Sep 2021,0.1381,0.1346
,,17,20 Sep 2021,0.1412,0.1319
,,20,21 Sep 2021,0.1429,0.1311
,,21,22 Sep 2021,0.1438,0.1308
,,22,23 Sep 2021,0.1459,0.1312
,,23,24 Sep 2021,0.1462,0.1309
,,24,27 Sep 2021,0.1469,0.1304
,,27,28 Sep 2021,0.1432,0.1305
,,28,29 Sep 2021,0.1389,0.1304
,,29,30 Sep 2021,0.1340,0.1306
,,30,01 Oct 2021,0.1264,0.1306
,Oct,01,04 Oct 2021,0.1174,0.1302
,,04,05 Oct 2021,0.1141,0.1295
,,05,06 Oct 2021,0.1114,0.1291
,,06,07 Oct 2021,0.1098,0.1287
,,07,08 Oct 2021,0.1081,0.1291
,,08,11 Oct 2021,0.1171,0.1315
,,11,12 Oct 2021,0.1208,0.1321
,,12,13 Oct 2021,0.1233,0.1332
,,13,14 Oct 2021,0.1257,0.1344
,,14,15 Oct 2021,0.1310,0.1359
,,15,18 Oct 2021,0.1505,0.1437
,,18,19 Oct 2021,0.1534,0.1452
,,19,20 Oct 2021,0.1593,0.1476
,,20,21 Oct 2021,0.1623,0.1495
,,21,22 Oct 2021,0.1639,0.1498
,,22,25 Oct 2021,0.1724,0.1530
,,25,26 Oct 2021,0.1771,0.1547
,,26,27 Oct 2021,0.1788,0.1557
,,27,28 Oct 2021,0.1783,0.1555
,,28,29 Oct 2021,0.1799,0.1557
,,29,01 Nov 2021,0.1910,0.1555
,Nov,01,02 Nov 2021,0.1944,0.1546
,,02,03 Nov 2021,0.1965,0.1537
,,03,05 Nov 2021,0.1994,0.1539
,,05,08 Nov 2021,0.1982,0.1504
,,08,09 Nov 2021,0.1945,0.1489
,,09,10 Nov 2021,0.1915,0.1476
,,10,11 Nov 2021,0.1900,0.1486
,,11,12 Nov 2021,0.1886,0.1492
,,12,15 Nov 2021,0.1887,0.1523
,,15,16 Nov 2021,0.1838,0.1530
,,16,17 Nov 2021,0.1804,0.1545
,,17,18 Nov 2021,0.1780,0.1558
,,18,19 Nov 2021,0.1770,0.1569
,,19,22 Nov 2021,0.1768,0.1615
,,22,23 Nov 2021,0.1727,0.1613
,,23,24 Nov 2021,0.1700,0.1617
,,24,25 Nov 2021,0.1680,0.1622
,,25,26 Nov 2021,0.1641,0.1625
,,26,29 Nov 2021,0.1642,0.1608
,,29,30 Nov 2021,0.1608,0.1596
,,30,01 Dec 2021,0.1550,0.1579
,Dec,01,02 Dec 2021,0.1531,0.1572
,,02,03 Dec 2021,0.1516,0.1565
,,03,06 Dec 2021,0.1612,0.1579
,,06,07 Dec 2021,0.1690,0.1601
,,07,08 Dec 2021,0.1775,0.1617
,,08,09 Dec 2021,0.1820,0.1625
,,09,10 Dec 2021,0.1826,0.1628
,,10,13 Dec 2021,0.1813,0.1650
,,13,14 Dec 2021,0.1845,0.1670
,,14,15 Dec 2021,0.1892,0.1699
,,15,16 Dec 2021,0.1904,0.1708
,,16,17 Dec 2021,0.1893,0.1715
,,17,20 Dec 2021,0.1908,0.1750
,,20,21 Dec 2021,0.1888,0.1753
,,21,22 Dec 2021,0.1850,0.1753
,,22,23 Dec 2021,0.1852,0.1744
,,23,24 Dec 2021,0.1858,0.1749
,,24,27 Dec 2021,0.2015,0.1809
,,27,28 Dec 2021,0.2039,0.1820
,,28,29 Dec 2021,0.2067,0.1834
,,29,30 Dec 2021,0.2120,0.1856
,,30,31 Dec 2021,0.2145,0.1867
,,31,03 Jan 2022,0.2331,0.1943


SORA Value Date,,,SORA Publication Date,Compound SORA - 1 month,Compound SORA - 3 month
2022,Jan,03,04 Jan 2022,0.2314,0.1949
,,04,05 Jan 2022,0.2299,0.1960
,,05,06 Jan 2022,0.2293,0.1971
,,06,07 Jan 2022,0.2231,0.1977
,,07,10 Jan 2022,0.2151,0.1966
,,10,11 Jan 2022,0.2134,0.1955
,,11,12 Jan 2022,0.2142,0.1953
,,12,13 Jan 2022,0.2153,0.1955
,,13,14 Jan 2022,0.2131,0.1960
,,14,17 Jan 2022,0.2100,0.1933
,,17,18 Jan 2022,0.2061,0.1912
,,18,19 Jan 2022,0.2027,0.1903
,,19,20 Jan 2022,0.1988,0.1882
,,20,21 Jan 2022,0.2027,0.1888
,,21,24 Jan 2022,0.2141,0.1900
,,24,25 Jan 2022,0.2093,0.1893
,,25,26 Jan 2022,0.2061,0.1887
,,26,27 Jan 2022,0.2111,0.1917
,,27,28 Jan 2022,0.2141,0.1940
,,28,31 Jan 2022,0.2226,0.1991
,,31,03 Feb 2022,0.2328,0.2065
,Feb,03,04 Feb 2022,0.2381,0.2086
,,04,07 Feb 2022,0.2485,0.2141
,,07,08 Feb 2022,0.2524,0.2162
,,08,09 Feb 2022,0.2552,0.2177
,,09,10 Feb 2022,0.2556,0.2182
,,10,11 Feb 2022,0.2558,0.2176
,,11,14 Feb 2022,0.2558,0.2182
,,14,15 Feb 2022,0.2531,0.2175
,,15,16 Feb 2022,0.2521,0.2176
,,16,17 Feb 2022,0.2551,0.2185
,,17,18 Feb 2022,0.2603,0.2189
,,18,21 Feb 2022,0.2913,0.2281
,,21,22 Feb 2022,0.2909,0.2279
